feature_id	effect	p	study_id	analysis_id	platform	ion_mode	evidence_family	acquisition_source	perfect_group_block	rank_group_correlation	interpretation	q_evidence_family	direction
AN004963__149	0.0123344620567038	0.3277902373256	ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.553792979902724	higher_in_early_ESCC
AN004962__259	0.00212739678213442	0.33950743387881	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.57058579201622	higher_in_early_ESCC
AN004963__172	0.0082739352313538	0.344736839155532	ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.576356902963155	higher_in_early_ESCC
AN004962__56	0.119549983176944	0.35190553210664	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.585293657027106	higher_in_early_ESCC
AN004963__121	0.00913814361131082	0.366316449891325	ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.606121548531523	higher_in_early_ESCC
AN004962__49	0.0497414262601772	0.3690414798962	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.607499051521436	higher_in_early_ESCC
AN004962__132	0.00204858587558913	0.378157002432605	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.61932856010646	higher_in_early_ESCC
AN004962__22	0.114209233042451	0.38484852610616	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.627088207513083	higher_in_early_ESCC
AN004962__91	0.0429168311343021	0.387114285278595	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.627594371588026	higher_in_early_ESCC
AN004962__78	0.0203811020567229	0.395365421005498	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.637750251973693	higher_in_early_ESCC
AN004962__28	0.0726036727361323	0.40098931748978	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.643587854571097	higher_in_early_ESCC
AN004963__109	0.111230438718709	0.404155652355849	ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.645442608986207	higher_in_early_ESCC
AN004962__222	0.00132536985934476	0.416762021227486	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.66228024165358	higher_in_early_ESCC
AN004963__186	0.022130949681014	0.421402354571673	ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.666355447376881	higher_in_early_ESCC
AN004963__33	0.0322119297622256	0.42907739120633	ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.671872402815766	higher_in_early_ESCC
AN004963__56	0.0777584907735261	0.428014743275686	ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.671872402815766	higher_in_early_ESCC
AN004963__50	-0.0175173720146076	0.43210720775602	ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.67333210528972	lower_in_early_ESCC
AN004963__51	0.00752198987704105	0.44012974122971	ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.679238687186236	higher_in_early_ESCC
AN004963__215	0.121645466300239	0.438069836429151	ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.679238687186236	higher_in_early_ESCC
AN004963__20	-0.137288734260864	0.44413325812502	ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.682137683531729	lower_in_early_ESCC
AN004962__136	0.0127696905787871	0.44686604377095	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.682214206533493	higher_in_early_ESCC
AN004963__159	-0.167328713671805	0.448433637316408	ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.682214206533493	lower_in_early_ESCC
AN004962__44	-0.0450334317801811	0.462587416163349	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.690653770178768	lower_in_early_ESCC
AN004962__115	0.00274639259524189	0.459476987246387	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.690653770178768	higher_in_early_ESCC
AN004963__154	-0.106987911986768	0.462173917902674	ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.690653770178768	lower_in_early_ESCC
AN004963__165	0.0222274306483475	0.456387729723843	ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.690653770178768	higher_in_early_ESCC
AN004962__35	-0.187695460461455	0.472054454807665	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.698292534531154	lower_in_early_ESCC
AN004963__31	0.0059706158459993	0.47124743018583	ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.698292534531154	higher_in_early_ESCC
AN004962__11	-0.123047054845404	0.477763183166144	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.703495329340973	lower_in_early_ESCC
AN004963__176	0.0118951275943995	0.487931670173079	ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.71518751655506	higher_in_early_ESCC
AN004963__170	0.0801893284665426	0.490414099447954	ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.715558754194514	higher_in_early_ESCC
AN004962__249	0.00109683752890971	0.497021915898834	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.721918710423193	higher_in_early_ESCC
AN004962__172	0.00763135984770506	0.500443614218592	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.72203934850416	higher_in_early_ESCC
AN004963__150	0.00626004655470362	0.501603659552734	ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.72203934850416	higher_in_early_ESCC
AN004962__236	0.0954745035742389	0.517149412965772	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.741030689084734	higher_in_early_ESCC
AN004963__16	0.0693558377922572	0.519414034405187	ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.741030689084734	higher_in_early_ESCC
AN004962__15	0.0926408874192614	0.521754763976221	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.741076456798084	higher_in_early_ESCC
AN004963__80	-0.133188300015334	0.528967576176176	ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.748011418293183	lower_in_early_ESCC
AN004962__211	0.0771844346857858	0.559637364055284	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.785228363063261	higher_in_early_ESCC
AN004963__181	0.00507888549837699	0.560178489537342	ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.785228363063261	higher_in_early_ESCC
AN004963__190	0.00455404536139223	0.572577573095235	ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.799119134624219	higher_in_early_ESCC
AN004963__141	-0.00775293039649963	0.579350623242334	ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.805071645284802	lower_in_early_ESCC
AN004963__110	-0.101408301230814	0.58576544058553	ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.810477182879117	lower_in_early_ESCC
AN004963__216	-0.0348683202912382	0.590952111786105	ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.81414432567957	lower_in_early_ESCC
AN004962__26	-0.00158750627014396	0.598803977319523	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.817940751998158	lower_in_early_ESCC
AN004963__204	-0.203570245678867	0.596529251948992	ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.817940751998158	lower_in_early_ESCC
AN004962__129	0.00629536230325378	0.614911332532891	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.832854589633156	higher_in_early_ESCC
AN004962__240	0.0657726493968741	0.613956778044116	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.832854589633156	higher_in_early_ESCC
AN004963__7	0.169932105966283	0.618506683289149	ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.834204392167297	higher_in_early_ESCC
AN004962__137	0.00535258757636447	0.635358274010972	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.852182676310695	higher_in_early_ESCC
AN004963__13	0.0155286550633699	0.645110250291274	ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.852182676310695	higher_in_early_ESCC
AN004963__84	0.0715225717359847	0.637896881193115	ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.852182676310695	higher_in_early_ESCC
AN004963__125	0.00369293428536597	0.642948908479126	ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.852182676310695	higher_in_early_ESCC
AN004963__198	-0.0142806226692552	0.640472991774419	ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.852182676310695	lower_in_early_ESCC
AN004962__63	0.0185976124473709	0.654943035530152	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.855458738917186	higher_in_early_ESCC
AN004962__64	0.0578343932521046	0.655585201787002	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.855458738917186	higher_in_early_ESCC
AN004963__9	0.0421929774828291	0.651960467054143	ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.855458738917186	higher_in_early_ESCC
AN004962__127	0.0357240816510102	0.661829794674994	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.857813288879548	higher_in_early_ESCC
AN004963__200	0.0469189208678343	0.662734254336847	ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.857813288879548	higher_in_early_ESCC
AN004962__147	-0.0038570112147762	0.665567423532179	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.858020654433051	lower_in_early_ESCC
AN004963__67	0.00322170129303067	0.679762993336178	ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.872815683443653	higher_in_early_ESCC
AN004962__152	0.000613416655960385	0.682878020658259	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.873322090164546	higher_in_early_ESCC
AN004963__161	-0.0863541065168289	0.69934090823636	ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.890827109301078	lower_in_early_ESCC
AN004962__34	0.0443037257330232	0.704787026640895	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.894215950797341	higher_in_early_ESCC
AN004962__70	-0.000964301774394449	0.727093270459017	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.904999189605155	lower_in_early_ESCC
AN004962__100	0.000517044717569123	0.727382526224704	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.904999189605155	higher_in_early_ESCC
AN004963__53	-0.019150709564423	0.722714370742921	ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.904999189605155	lower_in_early_ESCC
AN004963__152	0.00406402935211149	0.719101984198036	ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.904999189605155	higher_in_early_ESCC
AN004963__155	-0.0415371976549296	0.727055497997375	ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.904999189605155	lower_in_early_ESCC
AN004962__4	0.000676055301887025	0.738856634912455	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.915725790760224	higher_in_early_ESCC
AN004962__157	0.00279624086468276	0.751595526817283	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.92437610769482	higher_in_early_ESCC
AN004963__23	-0.0509363149472253	0.749538241335281	ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.92437610769482	lower_in_early_ESCC
AN004962__50	-0.00766187103984978	0.760966428561538	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.928784120031383	lower_in_early_ESCC
AN004963__34	0.0322403717854233	0.760647905253616	ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.928784120031383	higher_in_early_ESCC
AN004962__168	0.00064926382723113	0.767129698748611	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.932759974614788	higher_in_early_ESCC
AN004962__153	-0.00319695610712656	0.775239750427634	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.939063999574606	lower_in_early_ESCC
AN004962__83	0.0186852719302644	0.793912631293584	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.947382731023198	higher_in_early_ESCC
AN004962__121	0.0174062167561615	0.791573698630891	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.947382731023198	higher_in_early_ESCC
AN004963__45	-0.00206553278558742	0.791823454351407	ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.947382731023198	lower_in_early_ESCC
AN004963__213	-0.0477236297038965	0.789488510501313	ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.947382731023198	lower_in_early_ESCC
AN004962__101	0.000821529923076293	0.79755336172087	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.948202330045923	higher_in_early_ESCC
AN004963__18	-0.0164917604992286	0.812820289742007	ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.952245667909431	lower_in_early_ESCC
AN004963__22	-0.0191759036882291	0.812488160864579	ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.952245667909431	lower_in_early_ESCC
AN004963__29	0.00191068322365889	0.804312563220729	ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.952245667909431	higher_in_early_ESCC
AN004963__106	0.00839823995678819	0.811364155836015	ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.952245667909431	higher_in_early_ESCC
AN004963__101	0.00176772531436202	0.820665580388251	ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.957940550198649	higher_in_early_ESCC
AN004963__202	-0.00509635982605968	0.827039806936082	ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.961883253719139	lower_in_early_ESCC
AN004962__12	-0.0283251636358623	0.830518793393268	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.96244235624274	lower_in_early_ESCC
AN004963__156	-0.00157701325615314	0.838780924359589	ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.965139296940645	lower_in_early_ESCC
AN004963__210	-0.019142110929763	0.838859388929719	ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.965139296940645	lower_in_early_ESCC
AN004962__1	-0.0186155090832683	0.856588764140394	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.970162399802015	lower_in_early_ESCC
AN004962__23	-0.00108912641990355	0.867403765555073	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.970162399802015	lower_in_early_ESCC
AN004962__90	-0.0325087681487429	0.86080820975345	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.970162399802015	lower_in_early_ESCC
AN004962__117	0.00156809204198156	0.861183105856158	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.970162399802015	higher_in_early_ESCC
AN004962__176	-0.0307105595593184	0.865132152935441	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.970162399802015	lower_in_early_ESCC
AN004962__207	0.000294029223303248	0.856770527925317	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.970162399802015	higher_in_early_ESCC
AN004962__269	-0.000711282291915168	0.865887887265961	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.970162399802015	lower_in_early_ESCC
AN004963__12	-0.0014341611057422	0.852792113825241	ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.970162399802015	lower_in_early_ESCC
AN004962__76	0.000215470884826005	0.884769253493151	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.977691472569379	higher_in_early_ESCC
AN004963__57	-0.00222493521394438	0.878367774884431	ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.977691472569379	lower_in_early_ESCC
AN004963__119	-0.00441750258546762	0.889221098876279	ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.977691472569379	lower_in_early_ESCC
