view	factor	feature	value	abs_weight
CNV	Factor7	ENSG00000132740.10	-0.535579204559326	0.535579204559326
CNV	Factor7	ENSG00000172935.9	-0.523914039134979	0.523914039134979
CNV	Factor7	ENSG00000075388.4_CNV	-0.521278977394104	0.521278977394104
CNV	Factor7	ENSG00000110092.4	-0.515277028083801	0.515277028083801
CNV	Factor7	ENSG00000149716.13	-0.515277028083801	0.515277028083801
CNV	Factor7	ENSG00000162344.4_CNV	-0.515277028083801	0.515277028083801
CNV	Factor7	ENSG00000186895.4_CNV	-0.502828776836395	0.502828776836395
CNV	Factor7	ENSG00000162341.18	-0.475283890962601	0.475283890962601
CNV	Factor7	ENSG00000131620.17_CNV	-0.464525550603867	0.464525550603867
CNV	Factor7	ENSG00000287725.1_CNV	-0.46160688996315	0.46160688996315
CNV	Factor7	ENSG00000284713.1_CNV	-0.460976541042328	0.460976541042328
CNV	Factor7	ENSG00000168040.5	-0.457745224237442	0.457745224237442
CNV	Factor7	ENSG00000197345.13	-0.455834865570068	0.455834865570068
CNV	Factor7	ENSG00000131626.19	-0.454120427370071	0.454120427370071
CNV	Factor7	ENSG00000172927.8_CNV	-0.42605721950531	0.42605721950531
CNV	Factor7	ENSG00000085733.16	-0.328651428222656	0.328651428222656
CNV	Factor7	ENSG00000110090.13	-0.228356301784515	0.228356301784515
CNV	Factor7	ENSG00000132749.11	-0.207482516765594	0.207482516765594
CNV	Factor7	ENSG00000189056.14	-0.119412861764431	0.119412861764431
CNV	Factor8	ENSG00000215262.8	-0.13445408642292	0.13445408642292
CNV	Factor8	ENSG00000166974.13	-0.122955501079559	0.122955501079559
CNV	Factor8	ENSG00000058063.16	0.120903752744198	0.120903752744198
CNV	Factor8	ENSG00000043093.15	0.120903752744198	0.120903752744198
CNV	Factor8	ENSG00000183779.7	-0.119682624936104	0.119682624936104
CNV	Factor8	ENSG00000186812.13	-0.11392779648304	0.11392779648304
CNV	Factor8	ENSG00000186814.14	-0.11392779648304	0.11392779648304
CNV	Factor8	ENSG00000141428.17	-0.110197611153126	0.110197611153126
CNV	Factor8	ENSG00000141425.18	-0.110197611153126	0.110197611153126
CNV	Factor8	ENSG00000141424.13	-0.110197611153126	0.110197611153126
CNV	Factor8	ENSG00000134759.14	-0.103255346417427	0.103255346417427
CNV	Factor8	ENSG00000075643.6	-0.103255346417427	0.103255346417427
CNV	Factor8	ENSG00000172466.16	-0.10224774479866	0.10224774479866
CNV	Factor8	ENSG00000186496.12	-0.10224774479866	0.10224774479866
CNV	Factor8	ENSG00000148498.16	-0.099309504032135	0.099309504032135
CNV	Factor8	ENSG00000141469.18_CNV	-0.0983618870377541	0.0983618870377541
CNV	Factor8	ENSG00000267140.1	-0.0959522128105164	0.0959522128105164
CNV	Factor8	ENSG00000141429.13	-0.0959522128105164	0.0959522128105164
CNV	Factor8	ENSG00000188778.6	-0.0953395143151283	0.0953395143151283
CNV	Factor8	ENSG00000187840.5	-0.0953395143151283	0.0953395143151283
